amendment_indicator,back_reference_schedule_name,back_reference_transaction_id,candidate_first_name,candidate_id,candidate_middle_name,candidate_name,candidate_office,candidate_office_district,candidate_office_state,candidate_party,candidate_prefix,candidate_suffix,category_code,committee,committee_id,dissemination_date,entity_type,expenditure_amount,expenditure_date,expenditure_description,file_number,filer_first_name,filer_last_name,filer_middle_name,filer_prefix,filer_suffix,filing,filing_form,image_number,is_notice,line_number,load_timestamp,memo_code,memo_text,most_recent,notary_sign_date,office_total_ytd,payee_city,payee_first_name,payee_last_name,payee_middle_name,payee_name,payee_prefix,payee_state,payee_street_1,payee_street_2,payee_suffix,payee_zip,pdf_url,related_line_number,report_type,support_oppose_indicator,transaction_id
A,,,David,H2CA20094,,Valadao,H,22,CA,REP,,,,"{'affiliated_committee_name': 'MINNESOTA SECOND DISTRICT VICTORY COMMITTEE', 'candidate_ids': [], 'city': 'WASHINGTON', 'committee_id': 'C00495028', 'committee_type': 'W', 'committee_type_full': 'Hybrid PAC (with Non-Contribution Account) - Qualified', 'cycle': 2024, 'cycles': [2012, 2014, 2016, 2018, 2020, 2022, 2024], 'cycles_has_activity': [2012, 2014, 2016, 2018, 2020, 2022, 2024], 'cycles_has_financial': [2012, 2014, 2016, 2018, 2020, 2022, 2024], 'designation': 'U', 'designation_full': 'Unauthorized', 'filing_frequency': 'M', 'first_f1_date': '2011-04-08', 'first_file_date': '2011-04-08', 'is_active': True, 'last_cycle_has_activity': 2024, 'last_cycle_has_financial': 2024, 'last_f1_date': '2024-08-20', 'last_file_date': '2024-09-12', 'name': 'HMP', 'organization_type': None, 'organization_type_full': None, 'party': None, 'party_full': None, 'state': 'DC', 'state_full': 'District Of Columbia', 'street_1': '1032 15TH STREET NW', 'street_2': 'SUITE 247', 'treasurer_name': 'WOLFF, BRIAN', 'zip': '20005'}",C00495028,2024-09-10,ORG,3000,,Media Production - Estimate,1815285,Wolff,Brian,,,,"{'amended_by': None, 'amendment_chain': [1815285], 'amendment_number': 0, 'amends_file': None, 'beginning_image_number': '202409129675430059', 'committee_id': 'C00495028', 'committee_name': 'HMP', 'coverage_end_date': None, 'coverage_start_date': None, 'csv_url': 'https://docquery.fec.gov/csv/285/1815285.csv', 'ending_image_number': '202409129675430098', 'fec_file_id': 'FEC-1815285', 'fec_url': 'https://docquery.fec.gov/dcdev/posted/1815285.fec', 'file_number': 1815285, 'filed_date': '2024-09-12', 'form_type': 'F24N', 'html_url': 'https://docquery.fec.gov/cgi-bin/forms/C00495028/1815285/', 'is_amended': False, 'load_timestamp': '2024-09-12T22:16:46', 'most_recent': True, 'most_recent_filing': 1815285, 'pdf_url': 'https://docquery.fec.gov/pdf/059/202409129675430059/202409129675430059.pdf', 'receipt_date': '2024-09-12T22:16:43'}",F24,202409129675430078,True,24,2024-09-12T22:16:46,,,True,,420674.25,Washington,,Solidarity Strategies LLC,,"Solidarity Strategies LLC,",,DC,PO Box 15260,,,200030260,https://docquery.fec.gov/cgi-bin/fecimg/?202409129675430078,40,F24N,O,500528320
A,,,Elissa,S4MI00470,,Slotkin,S,,MI,DEM,,,004,"{'affiliated_committee_name': 'NATIONAL NURSES UNITED', 'candidate_ids': [], 'city': 'SILVER SPRING', 'committee_id': 'C00490375', 'committee_type': 'O', 'committee_type_full': 'Super PAC (Independent Expenditure-Only)', 'cycle': 2024, 'cycles': [2010, 2012, 2014, 2016, 2018, 2020, 2022, 2024], 'cycles_has_activity': [2010, 2012, 2014, 2016, 2018, 2020, 2022, 2024], 'cycles_has_financial': [2010, 2012, 2014, 2016, 2018, 2020, 2022, 2024], 'designation': 'B', 'designation_full': 'Lobbyist/Registrant PAC', 'filing_frequency': 'Q', 'first_f1_date': '2010-10-13', 'first_file_date': '2010-10-13', 'is_active': True, 'last_cycle_has_activity': 2024, 'last_cycle_has_financial': 2024, 'last_f1_date': '2024-08-12', 'last_file_date': '2024-09-13', 'name': 'NATIONAL NURSES UNITED FOR PATIENT PROTECTION', 'organization_type': None, 'organization_type_full': None, 'party': None, 'party_full': None, 'state': 'MD', 'state_full': 'Maryland', 'street_1': '8455 COLESVILLE RD STE 1100', 'street_2': None, 'treasurer_name': 'KUHL, MARTHA', 'zip': '20910'}",C00490375,2024-09-04,ORG,21111,,Estimated cost for social media ads,1814316,Kuhl,Martha,,,,"{'amended_by': None, 'amendment_chain': [1814316], 'amendment_number': 0, 'amends_file': None, 'beginning_image_number': '202409069675373354', 'committee_id': 'C00490375', 'committee_name': 'NATIONAL NURSES UNITED FOR PATIENT PROTECTION', 'coverage_end_date': None, 'coverage_start_date': None, 'csv_url': 'https://docquery.fec.gov/csv/316/1814316.csv', 'ending_image_number': '202409069675373361', 'fec_file_id': 'FEC-1814316', 'fec_url': 'https://docquery.fec.gov/dcdev/posted/1814316.fec', 'file_number': 1814316, 'filed_date': '2024-09-06', 'form_type': 'F24N', 'html_url': 'https://docquery.fec.gov/cgi-bin/forms/C00490375/1814316/', 'is_amended': False, 'load_timestamp': '2024-09-06T17:14:05', 'most_recent': True, 'most_recent_filing': 1814316, 'pdf_url': 'https://docquery.fec.gov/pdf/354/202409069675373354/202409069675373354.pdf', 'receipt_date': '2024-09-06T17:14:01'}",F24,202409069675373361,True,24,2024-09-06T17:14:06,,,True,,21527.87,Menlo Park,,Meta Platforms Inc.,,"Meta Platforms Inc.,",,CA,1 Hacker Way,,,94025,https://docquery.fec.gov/cgi-bin/fecimg/?202409069675373361,16,F24N,S,B882643
A,,,Austin Leo,H4ME02291,,Theriault,H,02,ME,REP,,,,"{'affiliated_committee_name': 'MINNESOTA SECOND DISTRICT VICTORY COMMITTEE', 'candidate_ids': [], 'city': 'WASHINGTON', 'committee_id': 'C00495028', 'committee_type': 'W', 'committee_type_full': 'Hybrid PAC (with Non-Contribution Account) - Qualified', 'cycle': 2024, 'cycles': [2012, 2014, 2016, 2018, 2020, 2022, 2024], 'cycles_has_activity': [2012, 2014, 2016, 2018, 2020, 2022, 2024], 'cycles_has_financial': [2012, 2014, 2016, 2018, 2020, 2022, 2024], 'designation': 'U', 'designation_full': 'Unauthorized', 'filing_frequency': 'M', 'first_f1_date': '2011-04-08', 'first_file_date': '2011-04-08', 'is_active': True, 'last_cycle_has_activity': 2024, 'last_cycle_has_financial': 2024, 'last_f1_date': '2024-08-20', 'last_file_date': '2024-09-12', 'name': 'HMP', 'organization_type': None, 'organization_type_full': None, 'party': None, 'party_full': None, 'state': 'DC', 'state_full': 'District Of Columbia', 'street_1': '1032 15TH STREET NW', 'street_2': 'SUITE 247', 'treasurer_name': 'WOLFF, BRIAN', 'zip': '20005'}",C00495028,2024-09-10,ORG,327810,,Television Advertising - Estimate,1815285,Wolff,Brian,,,,"{'amended_by': None, 'amendment_chain': [1815285], 'amendment_number': 0, 'amends_file': None, 'beginning_image_number': '202409129675430059', 'committee_id': 'C00495028', 'committee_name': 'HMP', 'coverage_end_date': None, 'coverage_start_date': None, 'csv_url': 'https://docquery.fec.gov/csv/285/1815285.csv', 'ending_image_number': '202409129675430098', 'fec_file_id': 'FEC-1815285', 'fec_url': 'https://docquery.fec.gov/dcdev/posted/1815285.fec', 'file_number': 1815285, 'filed_date': '2024-09-12', 'form_type': 'F24N', 'html_url': 'https://docquery.fec.gov/cgi-bin/forms/C00495028/1815285/', 'is_amended': False, 'load_timestamp': '2024-09-12T22:16:46', 'most_recent': True, 'most_recent_filing': 1815285, 'pdf_url': 'https://docquery.fec.gov/pdf/059/202409129675430059/202409129675430059.pdf', 'receipt_date': '2024-09-12T22:16:43'}",F24,202409129675430089,True,24,2024-09-12T22:16:46,,,True,,845362.8,Washington,,Waterfront Strategies,,"Waterfront Strategies,",,DC,3050 K St NW,Ste 100,,200075161,https://docquery.fec.gov/cgi-bin/fecimg/?202409129675430089,63,F24N,O,500528311
A,,,Angela,S4MD00327,,Alsobrooks,S,,MD,DEM,,,004,"{'affiliated_committee_name': 'NATIONAL NURSES UNITED', 'candidate_ids': [], 'city': 'SILVER SPRING', 'committee_id': 'C00490375', 'committee_type': 'O', 'committee_type_full': 'Super PAC (Independent Expenditure-Only)', 'cycle': 2024, 'cycles': [2010, 2012, 2014, 2016, 2018, 2020, 2022, 2024], 'cycles_has_activity': [2010, 2012, 2014, 2016, 2018, 2020, 2022, 2024], 'cycles_has_financial': [2010, 2012, 2014, 2016, 2018, 2020, 2022, 2024], 'designation': 'B', 'designation_full': 'Lobbyist/Registrant PAC', 'filing_frequency': 'Q', 'first_f1_date': '2010-10-13', 'first_file_date': '2010-10-13', 'is_active': True, 'last_cycle_has_activity': 2024, 'last_cycle_has_financial': 2024, 'last_f1_date': '2024-08-12', 'last_file_date': '2024-09-13', 'name': 'NATIONAL NURSES UNITED FOR PATIENT PROTECTION', 'organization_type': None, 'organization_type_full': None, 'party': None, 'party_full': None, 'state': 'MD', 'state_full': 'Maryland', 'street_1': '8455 COLESVILLE RD STE 1100', 'street_2': None, 'treasurer_name': 'KUHL, MARTHA', 'zip': '20910'}",C00490375,2024-09-04,ORG,21111,,Estimated cost for social media ads,1814316,Kuhl,Martha,,,,"{'amended_by': None, 'amendment_chain': [1814316], 'amendment_number': 0, 'amends_file': None, 'beginning_image_number': '202409069675373354', 'committee_id': 'C00490375', 'committee_name': 'NATIONAL NURSES UNITED FOR PATIENT PROTECTION', 'coverage_end_date': None, 'coverage_start_date': None, 'csv_url': 'https://docquery.fec.gov/csv/316/1814316.csv', 'ending_image_number': '202409069675373361', 'fec_file_id': 'FEC-1814316', 'fec_url': 'https://docquery.fec.gov/dcdev/posted/1814316.fec', 'file_number': 1814316, 'filed_date': '2024-09-06', 'form_type': 'F24N', 'html_url': 'https://docquery.fec.gov/cgi-bin/forms/C00490375/1814316/', 'is_amended': False, 'load_timestamp': '2024-09-06T17:14:05', 'most_recent': True, 'most_recent_filing': 1814316, 'pdf_url': 'https://docquery.fec.gov/pdf/354/202409069675373354/202409069675373354.pdf', 'receipt_date': '2024-09-06T17:14:01'}",F24,202409069675373354,True,24,2024-09-06T17:14:05,,,True,,21527.87,Menlo Park,,Meta Platforms Inc.,,"Meta Platforms Inc.,",,CA,1 Hacker Way,,,94025,https://docquery.fec.gov/cgi-bin/fecimg/?202409069675373354,3,F24N,S,B882641
A,,,Riley,H4WV02205,,Moore,H,02,WV,REP,,,,"{'affiliated_committee_name': 'NATIONAL ASSOCIATION OF REALTORS', 'candidate_ids': [], 'city': 'CHICAGO', 'committee_id': 'C00030718', 'committee_type': 'Q', 'committee_type_full': 'PAC - Qualified', 'cycle': 2024, 'cycles': [1976, 1978, 1980, 1982, 1984, 1986, 1988, 1990, 1992, 1994, 1996, 1998, 2000, 2002, 2004, 2006, 2008, 2010, 2012, 2014, 2016, 2018, 2020, 2022, 2024], 'cycles_has_activity': [1976, 1978, 1980, 1982, 1984, 1986, 1988, 1990, 1992, 1994, 1996, 1998, 2000, 2002, 2004, 2006, 2008, 2010, 2012, 2014, 2016, 2018, 2020, 2022, 2024], 'cycles_has_financial': [1976, 1978, 1980, 1982, 1984, 1986, 1988, 1990, 1992, 1994, 1996, 1998, 2000, 2002, 2004, 2006, 2008, 2010, 2012, 2014, 2016, 2018, 2020, 2022, 2024], 'designation': 'B', 'designation_full': 'Lobbyist/Registrant PAC', 'filing_frequency': 'M', 'first_f1_date': '1975-03-11', 'first_file_date': '1975-03-11', 'is_active': True, 'last_cycle_has_activity': 2024, 'last_cycle_has_financial': 2024, 'last_f1_date': '2023-01-09', 'last_file_date': '2024-08-19', 'name': 'NATIONAL ASSOCIATION OF REALTORS POLITICAL ACTION COMMITTEE', 'organization_type': None, 'organization_type_full': None, 'party': 'UNK', 'party_full': 'UNKNOWN', 'state': 'IL', 'state_full': 'Illinois', 'street_1': '430 NORTH MICHIGAN AVENUE', 'street_2': None, 'treasurer_name': 'HRABCAK, GREGORY J MR.', 'zip': '606114011'}",C00030718,2024-05-01,ORG,11331,,Online digital ad buy & production costs,1780526,Hrabcak,Gregory,J,Mr.,,"{'amended_by': None, 'amendment_chain': [1780526], 'amendment_number': 0, 'amends_file': None, 'beginning_image_number': '202405019636875483', 'committee_id': 'C00030718', 'committee_name': 'NATIONAL ASSOCIATION OF REALTORS POLITICAL ACTION COMMITTEE', 'coverage_end_date': None, 'coverage_start_date': None, 'csv_url': 'https://docquery.fec.gov/csv/526/1780526.csv', 'ending_image_number': '202405019636875484', 'fec_file_id': 'FEC-1780526', 'fec_url': 'https://docquery.fec.gov/dcdev/posted/1780526.fec', 'file_number': 1780526, 'filed_date': '2024-05-01', 'form_type': 'F24N', 'html_url': 'https://docquery.fec.gov/cgi-bin/forms/C00030718/1780526/', 'is_amended': False, 'load_timestamp': '2024-05-01T15:09:13', 'most_recent': True, 'most_recent_filing': 1780526, 'pdf_url': 'https://docquery.fec.gov/pdf/483/202405019636875483/202405019636875483.pdf', 'receipt_date': '2024-05-01T15:09:10'}",F24,202405019636875484,True,24,2024-05-01T15:09:13,,,True,,12291.25,Arlington,,The Lukens Company,,"The Lukens Company,",,VA,2800 S Shirlington Rd,Fl 9,,222063601,https://docquery.fec.gov/cgi-bin/fecimg/?202405019636875484,5,F24N,S,E0C4FB5CF42434CAC84B
A,,,Ruban,S4AZ00139,,Gallego,S,,AZ,DEM,,,004,"{'affiliated_committee_name': 'NATIONAL NURSES UNITED', 'candidate_ids': [], 'city': 'SILVER SPRING', 'committee_id': 'C00490375', 'committee_type': 'O', 'committee_type_full': 'Super PAC (Independent Expenditure-Only)', 'cycle': 2024, 'cycles': [2010, 2012, 2014, 2016, 2018, 2020, 2022, 2024], 'cycles_has_activity': [2010, 2012, 2014, 2016, 2018, 2020, 2022, 2024], 'cycles_has_financial': [2010, 2012, 2014, 2016, 2018, 2020, 2022, 2024], 'designation': 'B', 'designation_full': 'Lobbyist/Registrant PAC', 'filing_frequency': 'Q', 'first_f1_date': '2010-10-13', 'first_file_date': '2010-10-13', 'is_active': True, 'last_cycle_has_activity': 2024, 'last_cycle_has_financial': 2024, 'last_f1_date': '2024-08-12', 'last_file_date': '2024-09-13', 'name': 'NATIONAL NURSES UNITED FOR PATIENT PROTECTION', 'organization_type': None, 'organization_type_full': None, 'party': None, 'party_full': None, 'state': 'MD', 'state_full': 'Maryland', 'street_1': '8455 COLESVILLE RD STE 1100', 'street_2': None, 'treasurer_name': 'KUHL, MARTHA', 'zip': '20910'}",C00490375,2024-09-04,ORG,21111,,Estimated cost for social media ads,1814316,Kuhl,Martha,,,,"{'amended_by': None, 'amendment_chain': [1814316], 'amendment_number': 0, 'amends_file': None, 'beginning_image_number': '202409069675373354', 'committee_id': 'C00490375', 'committee_name': 'NATIONAL NURSES UNITED FOR PATIENT PROTECTION', 'coverage_end_date': None, 'coverage_start_date': None, 'csv_url': 'https://docquery.fec.gov/csv/316/1814316.csv', 'ending_image_number': '202409069675373361', 'fec_file_id': 'FEC-1814316', 'fec_url': 'https://docquery.fec.gov/dcdev/posted/1814316.fec', 'file_number': 1814316, 'filed_date': '2024-09-06', 'form_type': 'F24N', 'html_url': 'https://docquery.fec.gov/cgi-bin/forms/C00490375/1814316/', 'is_amended': False, 'load_timestamp': '2024-09-06T17:14:05', 'most_recent': True, 'most_recent_filing': 1814316, 'pdf_url': 'https://docquery.fec.gov/pdf/354/202409069675373354/202409069675373354.pdf', 'receipt_date': '2024-09-06T17:14:01'}",F24,202409069675373358,True,24,2024-09-06T17:14:05,,,True,,46387.33,Menlo Park,,Meta Platforms Inc.,,"Meta Platforms Inc.,",,CA,1 Hacker Way,,,94025,https://docquery.fec.gov/cgi-bin/fecimg/?202409069675373358,10,F24N,S,B882645
A,,,Lori,H2OR05209,,Chavez-DeRemer,H,05,OR,REP,,,,"{'affiliated_committee_name': 'MINNESOTA SECOND DISTRICT VICTORY COMMITTEE', 'candidate_ids': [], 'city': 'WASHINGTON', 'committee_id': 'C00495028', 'committee_type': 'W', 'committee_type_full': 'Hybrid PAC (with Non-Contribution Account) - Qualified', 'cycle': 2024, 'cycles': [2012, 2014, 2016, 2018, 2020, 2022, 2024], 'cycles_has_activity': [2012, 2014, 2016, 2018, 2020, 2022, 2024], 'cycles_has_financial': [2012, 2014, 2016, 2018, 2020, 2022, 2024], 'designation': 'U', 'designation_full': 'Unauthorized', 'filing_frequency': 'M', 'first_f1_date': '2011-04-08', 'first_file_date': '2011-04-08', 'is_active': True, 'last_cycle_has_activity': 2024, 'last_cycle_has_financial': 2024, 'last_f1_date': '2024-08-20', 'last_file_date': '2024-09-12', 'name': 'HMP', 'organization_type': None, 'organization_type_full': None, 'party': None, 'party_full': None, 'state': 'DC', 'state_full': 'District Of Columbia', 'street_1': '1032 15TH STREET NW', 'street_2': 'SUITE 247', 'treasurer_name': 'WOLFF, BRIAN', 'zip': '20005'}",C00495028,2024-09-10,ORG,7020,,Media Production - Estimate,1815285,Wolff,Brian,,,,"{'amended_by': None, 'amendment_chain': [1815285], 'amendment_number': 0, 'amends_file': None, 'beginning_image_number': '202409129675430059', 'committee_id': 'C00495028', 'committee_name': 'HMP', 'coverage_end_date': None, 'coverage_start_date': None, 'csv_url': 'https://docquery.fec.gov/csv/285/1815285.csv', 'ending_image_number': '202409129675430098', 'fec_file_id': 'FEC-1815285', 'fec_url': 'https://docquery.fec.gov/dcdev/posted/1815285.fec', 'file_number': 1815285, 'filed_date': '2024-09-12', 'form_type': 'F24N', 'html_url': 'https://docquery.fec.gov/cgi-bin/forms/C00495028/1815285/', 'is_amended': False, 'load_timestamp': '2024-09-12T22:16:46', 'most_recent': True, 'most_recent_filing': 1815285, 'pdf_url': 'https://docquery.fec.gov/pdf/059/202409129675430059/202409129675430059.pdf', 'receipt_date': '2024-09-12T22:16:43'}",F24,202409129675430062,True,24,2024-09-12T22:16:46,,,True,,794901.26,Washington,,Adwell,,"Adwell,",,DC,1027 4th St SE,,,200033484,https://docquery.fec.gov/cgi-bin/fecimg/?202409129675430062,9,F24N,O,500528252
A,,,Paul,H0MI08141,,Junge,H,08,MI,REP,,,,"{'affiliated_committee_name': 'MINNESOTA SECOND DISTRICT VICTORY COMMITTEE', 'candidate_ids': [], 'city': 'WASHINGTON', 'committee_id': 'C00495028', 'committee_type': 'W', 'committee_type_full': 'Hybrid PAC (with Non-Contribution Account) - Qualified', 'cycle': 2024, 'cycles': [2012, 2014, 2016, 2018, 2020, 2022, 2024], 'cycles_has_activity': [2012, 2014, 2016, 2018, 2020, 2022, 2024], 'cycles_has_financial': [2012, 2014, 2016, 2018, 2020, 2022, 2024], 'designation': 'U', 'designation_full': 'Unauthorized', 'filing_frequency': 'M', 'first_f1_date': '2011-04-08', 'first_file_date': '2011-04-08', 'is_active': True, 'last_cycle_has_activity': 2024, 'last_cycle_has_financial': 2024, 'last_f1_date': '2024-08-20', 'last_file_date': '2024-09-12', 'name': 'HMP', 'organization_type': None, 'organization_type_full': None, 'party': None, 'party_full': None, 'state': 'DC', 'state_full': 'District Of Columbia', 'street_1': '1032 15TH STREET NW', 'street_2': 'SUITE 247', 'treasurer_name': 'WOLFF, BRIAN', 'zip': '20005'}",C00495028,2024-09-10,ORG,74555,,Television Advertising - Estimate,1815285,Wolff,Brian,,,,"{'amended_by': None, 'amendment_chain': [1815285], 'amendment_number': 0, 'amends_file': None, 'beginning_image_number': '202409129675430059', 'committee_id': 'C00495028', 'committee_name': 'HMP', 'coverage_end_date': None, 'coverage_start_date': None, 'csv_url': 'https://docquery.fec.gov/csv/285/1815285.csv', 'ending_image_number': '202409129675430098', 'fec_file_id': 'FEC-1815285', 'fec_url': 'https://docquery.fec.gov/dcdev/posted/1815285.fec', 'file_number': 1815285, 'filed_date': '2024-09-12', 'form_type': 'F24N', 'html_url': 'https://docquery.fec.gov/cgi-bin/forms/C00495028/1815285/', 'is_amended': False, 'load_timestamp': '2024-09-12T22:16:46', 'most_recent': True, 'most_recent_filing': 1815285, 'pdf_url': 'https://docquery.fec.gov/pdf/059/202409129675430059/202409129675430059.pdf', 'receipt_date': '2024-09-12T22:16:43'}",F24,202409129675430090,True,24,2024-09-12T22:16:46,,,True,,435838.5,Washington,,Waterfront Strategies,,"Waterfront Strategies,",,DC,3050 K St NW,Ste 100,,200075161,https://docquery.fec.gov/cgi-bin/fecimg/?202409129675430090,65,F24N,O,500528313
A,,,Stella Yvette,H8NM02156,,Herrell,H,02,NM,REP,,,,"{'affiliated_committee_name': 'MINNESOTA SECOND DISTRICT VICTORY COMMITTEE', 'candidate_ids': [], 'city': 'WASHINGTON', 'committee_id': 'C00495028', 'committee_type': 'W', 'committee_type_full': 'Hybrid PAC (with Non-Contribution Account) - Qualified', 'cycle': 2024, 'cycles': [2012, 2014, 2016, 2018, 2020, 2022, 2024], 'cycles_has_activity': [2012, 2014, 2016, 2018, 2020, 2022, 2024], 'cycles_has_financial': [2012, 2014, 2016, 2018, 2020, 2022, 2024], 'designation': 'U', 'designation_full': 'Unauthorized', 'filing_frequency': 'M', 'first_f1_date': '2011-04-08', 'first_file_date': '2011-04-08', 'is_active': True, 'last_cycle_has_activity': 2024, 'last_cycle_has_financial': 2024, 'last_f1_date': '2024-08-20', 'last_file_date': '2024-09-12', 'name': 'HMP', 'organization_type': None, 'organization_type_full': None, 'party': None, 'party_full': None, 'state': 'DC', 'state_full': 'District Of Columbia', 'street_1': '1032 15TH STREET NW', 'street_2': 'SUITE 247', 'treasurer_name': 'WOLFF, BRIAN', 'zip': '20005'}",C00495028,2024-09-10,ORG,349299,,Television Advertising - Estimate,1815285,Wolff,Brian,,,,"{'amended_by': None, 'amendment_chain': [1815285], 'amendment_number': 0, 'amends_file': None, 'beginning_image_number': '202409129675430059', 'committee_id': 'C00495028', 'committee_name': 'HMP', 'coverage_end_date': None, 'coverage_start_date': None, 'csv_url': 'https://docquery.fec.gov/csv/285/1815285.csv', 'ending_image_number': '202409129675430098', 'fec_file_id': 'FEC-1815285', 'fec_url': 'https://docquery.fec.gov/dcdev/posted/1815285.fec', 'file_number': 1815285, 'filed_date': '2024-09-12', 'form_type': 'F24N', 'html_url': 'https://docquery.fec.gov/cgi-bin/forms/C00495028/1815285/', 'is_amended': False, 'load_timestamp': '2024-09-12T22:16:46', 'most_recent': True, 'most_recent_filing': 1815285, 'pdf_url': 'https://docquery.fec.gov/pdf/059/202409129675430059/202409129675430059.pdf', 'receipt_date': '2024-09-12T22:16:43'}",F24,202409129675430092,True,24,2024-09-12T22:16:46,,,True,,576558.03,Washington,,Waterfront Strategies,,"Waterfront Strategies,",,DC,3050 K St NW,Ste 100,,200075161,https://docquery.fec.gov/cgi-bin/fecimg/?202409129675430092,68,F24N,O,500528317
A,,,Stella Yvette,H8NM02156,,Herrell,H,02,NM,REP,,,,"{'affiliated_committee_name': 'MINNESOTA SECOND DISTRICT VICTORY COMMITTEE', 'candidate_ids': [], 'city': 'WASHINGTON', 'committee_id': 'C00495028', 'committee_type': 'W', 'committee_type_full': 'Hybrid PAC (with Non-Contribution Account) - Qualified', 'cycle': 2024, 'cycles': [2012, 2014, 2016, 2018, 2020, 2022, 2024], 'cycles_has_activity': [2012, 2014, 2016, 2018, 2020, 2022, 2024], 'cycles_has_financial': [2012, 2014, 2016, 2018, 2020, 2022, 2024], 'designation': 'U', 'designation_full': 'Unauthorized', 'filing_frequency': 'M', 'first_f1_date': '2011-04-08', 'first_file_date': '2011-04-08', 'is_active': True, 'last_cycle_has_activity': 2024, 'last_cycle_has_financial': 2024, 'last_f1_date': '2024-08-20', 'last_file_date': '2024-09-12', 'name': 'HMP', 'organization_type': None, 'organization_type_full': None, 'party': None, 'party_full': None, 'state': 'DC', 'state_full': 'District Of Columbia', 'street_1': '1032 15TH STREET NW', 'street_2': 'SUITE 247', 'treasurer_name': 'WOLFF, BRIAN', 'zip': '20005'}",C00495028,2024-09-10,ORG,13982,,Radio Advertising - Estimate,1815285,Wolff,Brian,,,,"{'amended_by': None, 'amendment_chain': [1815285], 'amendment_number': 0, 'amends_file': None, 'beginning_image_number': '202409129675430059', 'committee_id': 'C00495028', 'committee_name': 'HMP', 'coverage_end_date': None, 'coverage_start_date': None, 'csv_url': 'https://docquery.fec.gov/csv/285/1815285.csv', 'ending_image_number': '202409129675430098', 'fec_file_id': 'FEC-1815285', 'fec_url': 'https://docquery.fec.gov/dcdev/posted/1815285.fec', 'file_number': 1815285, 'filed_date': '2024-09-12', 'form_type': 'F24N', 'html_url': 'https://docquery.fec.gov/cgi-bin/forms/C00495028/1815285/', 'is_amended': False, 'load_timestamp': '2024-09-12T22:16:46', 'most_recent': True, 'most_recent_filing': 1815285, 'pdf_url': 'https://docquery.fec.gov/pdf/059/202409129675430059/202409129675430059.pdf', 'receipt_date': '2024-09-12T22:16:43'}",F24,202409129675430092,True,24,2024-09-12T22:16:46,,,True,,576558.03,Washington,,Waterfront Strategies,,"Waterfront Strategies,",,DC,3050 K St NW,Ste 100,,200075161,https://docquery.fec.gov/cgi-bin/fecimg/?202409129675430092,69,F24N,O,500528322
A,,,Lori,H2OR05209,,Chavez-DeRemer,H,05,OR,REP,,,,"{'affiliated_committee_name': 'MINNESOTA SECOND DISTRICT VICTORY COMMITTEE', 'candidate_ids': [], 'city': 'WASHINGTON', 'committee_id': 'C00495028', 'committee_type': 'W', 'committee_type_full': 'Hybrid PAC (with Non-Contribution Account) - Qualified', 'cycle': 2024, 'cycles': [2012, 2014, 2016, 2018, 2020, 2022, 2024], 'cycles_has_activity': [2012, 2014, 2016, 2018, 2020, 2022, 2024], 'cycles_has_financial': [2012, 2014, 2016, 2018, 2020, 2022, 2024], 'designation': 'U', 'designation_full': 'Unauthorized', 'filing_frequency': 'M', 'first_f1_date': '2011-04-08', 'first_file_date': '2011-04-08', 'is_active': True, 'last_cycle_has_activity': 2024, 'last_cycle_has_financial': 2024, 'last_f1_date': '2024-08-20', 'last_file_date': '2024-09-12', 'name': 'HMP', 'organization_type': None, 'organization_type_full': None, 'party': None, 'party_full': None, 'state': 'DC', 'state_full': 'District Of Columbia', 'street_1': '1032 15TH STREET NW', 'street_2': 'SUITE 247', 'treasurer_name': 'WOLFF, BRIAN', 'zip': '20005'}",C00495028,2024-09-10,ORG,65220,,Media Production - Estimate,1815285,Wolff,Brian,,,,"{'amended_by': None, 'amendment_chain': [1815285], 'amendment_number': 0, 'amends_file': None, 'beginning_image_number': '202409129675430059', 'committee_id': 'C00495028', 'committee_name': 'HMP', 'coverage_end_date': None, 'coverage_start_date': None, 'csv_url': 'https://docquery.fec.gov/csv/285/1815285.csv', 'ending_image_number': '202409129675430098', 'fec_file_id': 'FEC-1815285', 'fec_url': 'https://docquery.fec.gov/dcdev/posted/1815285.fec', 'file_number': 1815285, 'filed_date': '2024-09-12', 'form_type': 'F24N', 'html_url': 'https://docquery.fec.gov/cgi-bin/forms/C00495028/1815285/', 'is_amended': False, 'load_timestamp': '2024-09-12T22:16:46', 'most_recent': True, 'most_recent_filing': 1815285, 'pdf_url': 'https://docquery.fec.gov/pdf/059/202409129675430059/202409129675430059.pdf', 'receipt_date': '2024-09-12T22:16:43'}",F24,202409129675430063,True,24,2024-09-12T22:16:46,,,True,,794901.26,Washington,,Adwell,,"Adwell,",,DC,1027 4th St SE,,,200033484,https://docquery.fec.gov/cgi-bin/fecimg/?202409129675430063,10,F24N,O,500528253
