activity_or_event,administrative_activity_indicator,administrative_voter_drive_activity_indicator,committee,committee_id,cycle,direct_candidate_support_activity_indicator,disbursement_amount,disbursement_purpose,event_amount_year_to_date,event_purpose_date,exempt_activity_indicator,federal_share,file_number,filing_form,form_line_number,fundraising_activity_indicator,general_voter_drive_activity_indicator,image_number,line_number,link_id,memo_code,memo_text,nonfederal_share,original_sub_id,payee_city,payee_name,payee_state,payee_street_1,payee_street_2,payee_zip,pdf_url,public_comm_indicator,report_type,report_year,schedule_type,schedule_type_full,spender_committee_designation,spender_committee_name,spender_committee_type,sub_id,transaction_id
,,Y,"{'affiliated_committee_name': 'NONE', 'candidate_ids': [], 'city': 'BISMARCK', 'committee_id': 'C00018929', 'committee_type': 'Y', 'committee_type_full': 'Party - Qualified', 'cycle': 1998, 'cycles': [1976, 1978, 1980, 1982, 1984, 1986, 1988, 1990, 1992, 1994, 1996, 1998, 2000, 2002, 2004, 2006, 2008, 2010, 2012, 2014, 2016, 2018, 2020, 2022, 2024], 'cycles_has_activity': [1976, 1978, 1980, 1982, 1984, 1986, 1988, 1990, 1992, 1994, 1996, 1998, 2000, 2002, 2004, 2006, 2008, 2010, 2012, 2014, 2016, 2018, 2020, 2022, 2024], 'cycles_has_financial': [1976, 1978, 1980, 1982, 1984, 1986, 1988, 1990, 1992, 1994, 1996, 1998, 2000, 2002, 2004, 2006, 2008, 2010, 2012, 2014, 2016, 2018, 2020, 2022, 2024], 'designation': 'U', 'designation_full': 'Unauthorized', 'filing_frequency': 'Q', 'first_f1_date': '1976-07-10', 'first_file_date': '1975-02-10', 'is_active': True, 'last_cycle_has_activity': 2024, 'last_cycle_has_financial': 2024, 'last_f1_date': '2024-08-08', 'last_file_date': '2024-08-20', 'name': 'NORTH DAKOTA REPUBLICAN PARTY', 'organization_type': None, 'organization_type_full': None, 'party': 'REP', 'party_full': 'REPUBLICAN PARTY', 'state': 'ND', 'state_full': 'North Dakota', 'street_1': '101 EAST BROADWAY AVENUE', 'street_2': 'PO BOX 1917', 'treasurer_name': 'CLAUS H LEMBKE', 'zip': '58502'}",C00018929,1998,N,33.0,STAFF TRAVEL,,,N,9.0,,F3X,F3X-21A,N,,99034251848,21A,3040320021023246031,,,23.0,,,,,,,,https://docquery.fec.gov/cgi-bin/fecimg/?99034251848,,YE,1998,H4,JOINT FEDERAL/NON-FEDERAL ACTIVITY,U,NORTH DAKOTA REPUBLICAN PARTY,Y,3040320021300281058,
,,Y,"{'affiliated_committee_name': 'NONE', 'candidate_ids': [], 'city': 'BISMARCK', 'committee_id': 'C00018929', 'committee_type': 'Y', 'committee_type_full': 'Party - Qualified', 'cycle': 1998, 'cycles': [1976, 1978, 1980, 1982, 1984, 1986, 1988, 1990, 1992, 1994, 1996, 1998, 2000, 2002, 2004, 2006, 2008, 2010, 2012, 2014, 2016, 2018, 2020, 2022, 2024], 'cycles_has_activity': [1976, 1978, 1980, 1982, 1984, 1986, 1988, 1990, 1992, 1994, 1996, 1998, 2000, 2002, 2004, 2006, 2008, 2010, 2012, 2014, 2016, 2018, 2020, 2022, 2024], 'cycles_has_financial': [1976, 1978, 1980, 1982, 1984, 1986, 1988, 1990, 1992, 1994, 1996, 1998, 2000, 2002, 2004, 2006, 2008, 2010, 2012, 2014, 2016, 2018, 2020, 2022, 2024], 'designation': 'U', 'designation_full': 'Unauthorized', 'filing_frequency': 'Q', 'first_f1_date': '1976-07-10', 'first_file_date': '1975-02-10', 'is_active': True, 'last_cycle_has_activity': 2024, 'last_cycle_has_financial': 2024, 'last_f1_date': '2024-08-08', 'last_file_date': '2024-08-20', 'name': 'NORTH DAKOTA REPUBLICAN PARTY', 'organization_type': None, 'organization_type_full': None, 'party': 'REP', 'party_full': 'REPUBLICAN PARTY', 'state': 'ND', 'state_full': 'North Dakota', 'street_1': '101 EAST BROADWAY AVENUE', 'street_2': 'PO BOX 1917', 'treasurer_name': 'CLAUS H LEMBKE', 'zip': '58502'}",C00018929,1998,N,122.0,UTILITIES/FARGO,,,N,35.0,,F3X,F3X-21A,N,,99034251848,21A,3040320021023246031,,,87.0,,,,,,,,https://docquery.fec.gov/cgi-bin/fecimg/?99034251848,,YE,1998,H4,JOINT FEDERAL/NON-FEDERAL ACTIVITY,U,NORTH DAKOTA REPUBLICAN PARTY,Y,3040320021300281056,
,,Y,"{'affiliated_committee_name': 'NONE', 'candidate_ids': [], 'city': 'BISMARCK', 'committee_id': 'C00018929', 'committee_type': 'Y', 'committee_type_full': 'Party - Qualified', 'cycle': 1998, 'cycles': [1976, 1978, 1980, 1982, 1984, 1986, 1988, 1990, 1992, 1994, 1996, 1998, 2000, 2002, 2004, 2006, 2008, 2010, 2012, 2014, 2016, 2018, 2020, 2022, 2024], 'cycles_has_activity': [1976, 1978, 1980, 1982, 1984, 1986, 1988, 1990, 1992, 1994, 1996, 1998, 2000, 2002, 2004, 2006, 2008, 2010, 2012, 2014, 2016, 2018, 2020, 2022, 2024], 'cycles_has_financial': [1976, 1978, 1980, 1982, 1984, 1986, 1988, 1990, 1992, 1994, 1996, 1998, 2000, 2002, 2004, 2006, 2008, 2010, 2012, 2014, 2016, 2018, 2020, 2022, 2024], 'designation': 'U', 'designation_full': 'Unauthorized', 'filing_frequency': 'Q', 'first_f1_date': '1976-07-10', 'first_file_date': '1975-02-10', 'is_active': True, 'last_cycle_has_activity': 2024, 'last_cycle_has_financial': 2024, 'last_f1_date': '2024-08-08', 'last_file_date': '2024-08-20', 'name': 'NORTH DAKOTA REPUBLICAN PARTY', 'organization_type': None, 'organization_type_full': None, 'party': 'REP', 'party_full': 'REPUBLICAN PARTY', 'state': 'ND', 'state_full': 'North Dakota', 'street_1': '101 EAST BROADWAY AVENUE', 'street_2': 'PO BOX 1917', 'treasurer_name': 'CLAUS H LEMBKE', 'zip': '58502'}",C00018929,1998,N,700.0,OFFICE RENT/FARGO,,,N,406.0,,F3X,F3X-21A,N,,99034251848,21A,3040320021023246031,,,994.0,,,,,,,,https://docquery.fec.gov/cgi-bin/fecimg/?99034251848,,YE,1998,H4,JOINT FEDERAL/NON-FEDERAL ACTIVITY,U,NORTH DAKOTA REPUBLICAN PARTY,Y,3040320021300281055,
,,Y,"{'affiliated_committee_name': 'NONE', 'candidate_ids': [], 'city': 'BISMARCK', 'committee_id': 'C00018929', 'committee_type': 'Y', 'committee_type_full': 'Party - Qualified', 'cycle': 1998, 'cycles': [1976, 1978, 1980, 1982, 1984, 1986, 1988, 1990, 1992, 1994, 1996, 1998, 2000, 2002, 2004, 2006, 2008, 2010, 2012, 2014, 2016, 2018, 2020, 2022, 2024], 'cycles_has_activity': [1976, 1978, 1980, 1982, 1984, 1986, 1988, 1990, 1992, 1994, 1996, 1998, 2000, 2002, 2004, 2006, 2008, 2010, 2012, 2014, 2016, 2018, 2020, 2022, 2024], 'cycles_has_financial': [1976, 1978, 1980, 1982, 1984, 1986, 1988, 1990, 1992, 1994, 1996, 1998, 2000, 2002, 2004, 2006, 2008, 2010, 2012, 2014, 2016, 2018, 2020, 2022, 2024], 'designation': 'U', 'designation_full': 'Unauthorized', 'filing_frequency': 'Q', 'first_f1_date': '1976-07-10', 'first_file_date': '1975-02-10', 'is_active': True, 'last_cycle_has_activity': 2024, 'last_cycle_has_financial': 2024, 'last_f1_date': '2024-08-08', 'last_file_date': '2024-08-20', 'name': 'NORTH DAKOTA REPUBLICAN PARTY', 'organization_type': None, 'organization_type_full': None, 'party': 'REP', 'party_full': 'REPUBLICAN PARTY', 'state': 'ND', 'state_full': 'North Dakota', 'street_1': '101 EAST BROADWAY AVENUE', 'street_2': 'PO BOX 1917', 'treasurer_name': 'CLAUS H LEMBKE', 'zip': '58502'}",C00018929,1998,N,49.0,SUBSCRIPTION,,,N,14.0,,F3X,F3X-21A,N,,99034251848,21A,3040320021023246031,,,35.0,,,,,,,,https://docquery.fec.gov/cgi-bin/fecimg/?99034251848,,YE,1998,H4,JOINT FEDERAL/NON-FEDERAL ACTIVITY,U,NORTH DAKOTA REPUBLICAN PARTY,Y,3040320021300281054,
,,Y,"{'affiliated_committee_name': 'NONE', 'candidate_ids': [], 'city': 'BISMARCK', 'committee_id': 'C00018929', 'committee_type': 'Y', 'committee_type_full': 'Party - Qualified', 'cycle': 1998, 'cycles': [1976, 1978, 1980, 1982, 1984, 1986, 1988, 1990, 1992, 1994, 1996, 1998, 2000, 2002, 2004, 2006, 2008, 2010, 2012, 2014, 2016, 2018, 2020, 2022, 2024], 'cycles_has_activity': [1976, 1978, 1980, 1982, 1984, 1986, 1988, 1990, 1992, 1994, 1996, 1998, 2000, 2002, 2004, 2006, 2008, 2010, 2012, 2014, 2016, 2018, 2020, 2022, 2024], 'cycles_has_financial': [1976, 1978, 1980, 1982, 1984, 1986, 1988, 1990, 1992, 1994, 1996, 1998, 2000, 2002, 2004, 2006, 2008, 2010, 2012, 2014, 2016, 2018, 2020, 2022, 2024], 'designation': 'U', 'designation_full': 'Unauthorized', 'filing_frequency': 'Q', 'first_f1_date': '1976-07-10', 'first_file_date': '1975-02-10', 'is_active': True, 'last_cycle_has_activity': 2024, 'last_cycle_has_financial': 2024, 'last_f1_date': '2024-08-08', 'last_file_date': '2024-08-20', 'name': 'NORTH DAKOTA REPUBLICAN PARTY', 'organization_type': None, 'organization_type_full': None, 'party': 'REP', 'party_full': 'REPUBLICAN PARTY', 'state': 'ND', 'state_full': 'North Dakota', 'street_1': '101 EAST BROADWAY AVENUE', 'street_2': 'PO BOX 1917', 'treasurer_name': 'CLAUS H LEMBKE', 'zip': '58502'}",C00018929,1998,N,201.0,POSTAGE,,,N,58.0,,F3X,F3X-21A,N,,99034251847,21A,3040320021023246031,,,143.0,,,,,,,,https://docquery.fec.gov/cgi-bin/fecimg/?99034251847,,YE,1998,H4,JOINT FEDERAL/NON-FEDERAL ACTIVITY,U,NORTH DAKOTA REPUBLICAN PARTY,Y,3040320021300281052,
,,Y,"{'affiliated_committee_name': 'NONE', 'candidate_ids': [], 'city': 'BISMARCK', 'committee_id': 'C00018929', 'committee_type': 'Y', 'committee_type_full': 'Party - Qualified', 'cycle': 1998, 'cycles': [1976, 1978, 1980, 1982, 1984, 1986, 1988, 1990, 1992, 1994, 1996, 1998, 2000, 2002, 2004, 2006, 2008, 2010, 2012, 2014, 2016, 2018, 2020, 2022, 2024], 'cycles_has_activity': [1976, 1978, 1980, 1982, 1984, 1986, 1988, 1990, 1992, 1994, 1996, 1998, 2000, 2002, 2004, 2006, 2008, 2010, 2012, 2014, 2016, 2018, 2020, 2022, 2024], 'cycles_has_financial': [1976, 1978, 1980, 1982, 1984, 1986, 1988, 1990, 1992, 1994, 1996, 1998, 2000, 2002, 2004, 2006, 2008, 2010, 2012, 2014, 2016, 2018, 2020, 2022, 2024], 'designation': 'U', 'designation_full': 'Unauthorized', 'filing_frequency': 'Q', 'first_f1_date': '1976-07-10', 'first_file_date': '1975-02-10', 'is_active': True, 'last_cycle_has_activity': 2024, 'last_cycle_has_financial': 2024, 'last_f1_date': '2024-08-08', 'last_file_date': '2024-08-20', 'name': 'NORTH DAKOTA REPUBLICAN PARTY', 'organization_type': None, 'organization_type_full': None, 'party': 'REP', 'party_full': 'REPUBLICAN PARTY', 'state': 'ND', 'state_full': 'North Dakota', 'street_1': '101 EAST BROADWAY AVENUE', 'street_2': 'PO BOX 1917', 'treasurer_name': 'CLAUS H LEMBKE', 'zip': '58502'}",C00018929,1998,N,50.0,LIST DEVELOP/VOTER ID,,,N,14.0,,F3X,F3X-21A,N,,99034251847,21A,3040320021023246031,,,35.0,,,,,,,,https://docquery.fec.gov/cgi-bin/fecimg/?99034251847,,YE,1998,H4,JOINT FEDERAL/NON-FEDERAL ACTIVITY,U,NORTH DAKOTA REPUBLICAN PARTY,Y,3040320021300281050,
,,Y,"{'affiliated_committee_name': 'NONE', 'candidate_ids': [], 'city': 'WASHINGTON', 'committee_id': 'C00109355', 'committee_type': 'Q', 'committee_type_full': 'PAC - Qualified', 'cycle': 1998, 'cycles': [1980, 1982, 1984, 1986, 1988, 1990, 1992, 1994, 1996, 1998, 2000, 2002, 2004, 2006, 2008, 2010, 2012], 'cycles_has_activity': [1980, 1982, 1984, 1986, 1988, 1990, 1992, 1994, 1996, 1998, 2000, 2002, 2004, 2006, 2008, 2010, 2012], 'cycles_has_financial': [1980, 1982, 1984, 1986, 1988, 1990, 1992, 1994, 1996, 1998, 2000, 2002, 2004, 2006, 2008, 2010, 2012], 'designation': 'U', 'designation_full': 'Unauthorized', 'filing_frequency': 'M', 'first_f1_date': '1979-04-25', 'first_file_date': '1979-04-25', 'is_active': True, 'last_cycle_has_activity': 2012, 'last_cycle_has_financial': 2012, 'last_f1_date': '2000-12-08', 'last_file_date': '2012-04-16', 'name': 'VOTERS FOR CHOICE/FRIENDS OF FAMILY PLANNING', 'organization_type': 'M', 'organization_type_full': 'Membership Organization', 'party': None, 'party_full': None, 'state': 'DC', 'state_full': 'District Of Columbia', 'street_1': '1010 WISCONSIN AVE NW, SUITE 410', 'street_2': 'SUITE 201', 'treasurer_name': 'MARY JEAN COLLINS', 'zip': '20007'}",C00109355,1998,N,9.0,BANK FEES,,,N,7.0,,F3X,F3X-21A,N,,98033740728,21A,3040320021023282416,,,2.0,,,,,,,,https://docquery.fec.gov/cgi-bin/fecimg/?98033740728,,M10,1998,H4,JOINT FEDERAL/NON-FEDERAL ACTIVITY,U,VOTERS FOR CHOICE/FRIENDS OF FAMILY PLANNING,Q,3040320021300200400,
,,Y,"{'affiliated_committee_name': None, 'candidate_ids': [], 'city': 'BISMARCK', 'committee_id': 'C00013748', 'committee_type': 'Y', 'committee_type_full': 'Party - Qualified', 'cycle': 1998, 'cycles': [1976, 1978, 1980, 1982, 1984, 1986, 1988, 1990, 1992, 1994, 1996, 1998, 2000, 2002, 2004, 2006, 2008, 2010, 2012, 2014, 2016, 2018, 2020, 2022, 2024], 'cycles_has_activity': [1976, 1978, 1980, 1982, 1984, 1986, 1988, 1990, 1992, 1994, 1996, 1998, 2000, 2002, 2004, 2006, 2008, 2010, 2012, 2014, 2016, 2018, 2020, 2022, 2024], 'cycles_has_financial': [1976, 1978, 1980, 1982, 1984, 1986, 1988, 1990, 1992, 1994, 1996, 1998, 2000, 2002, 2004, 2006, 2008, 2010, 2012, 2014, 2016, 2018, 2020, 2022, 2024], 'designation': 'U', 'designation_full': 'Unauthorized', 'filing_frequency': 'Q', 'first_f1_date': '1976-07-10', 'first_file_date': '1975-08-01', 'is_active': True, 'last_cycle_has_activity': 2024, 'last_cycle_has_financial': 2024, 'last_f1_date': '2024-07-30', 'last_file_date': '2024-08-20', 'name': 'NORTH DAKOTA DEMOCRATIC-NONPARTISAN LEAGUE PARTY', 'organization_type': None, 'organization_type_full': None, 'party': 'DEM', 'party_full': 'DEMOCRATIC PARTY', 'state': 'ND', 'state_full': 'North Dakota', 'street_1': '1902 E. DIVIDE AV.', 'street_2': None, 'treasurer_name': 'MARIANN L. LANG', 'zip': '58501'}",C00013748,1998,N,1474.0,EMPLOYER TAXES,,,N,366.0,,F3X,F3X-21A,N,,98033010225,21A,3040320021023263273,,,943.0,,,,,,,,https://docquery.fec.gov/cgi-bin/fecimg/?98033010225,,Q1,1998,H4,JOINT FEDERAL/NON-FEDERAL ACTIVITY,U,NORTH DAKOTA DEMOCRATIC-NONPARTISAN LEAGUE PARTY,Y,3040320021300091184,
,,Y,"{'affiliated_committee_name': 'RHODE ISLAND REPUBLICAN PARTY', 'candidate_ids': [], 'city': 'PROVIDENCE', 'committee_id': 'C00078196', 'committee_type': 'Y', 'committee_type_full': 'Party - Qualified', 'cycle': 1996, 'cycles': [1978, 1980, 1982, 1984, 1986, 1988, 1990, 1992, 1994, 1996, 1998, 2000, 2002, 2004, 2006, 2008, 2010, 2012, 2014, 2016, 2018, 2020, 2022, 2024], 'cycles_has_activity': [1978, 1980, 1982, 1984, 1986, 1988, 1990, 1992, 1994, 1996, 1998, 2000, 2002, 2004, 2006, 2008, 2010, 2012, 2014, 2016, 2018, 2020, 2022, 2024], 'cycles_has_financial': [1978, 1980, 1982, 1984, 1986, 1988, 1990, 1992, 1994, 1996, 1998, 2000, 2002, 2004, 2006, 2008, 2010, 2012, 2014, 2016, 2018, 2020, 2022, 2024], 'designation': 'U', 'designation_full': 'Unauthorized', 'filing_frequency': 'Q', 'first_f1_date': '1977-06-22', 'first_file_date': '1977-06-22', 'is_active': True, 'last_cycle_has_activity': 2024, 'last_cycle_has_financial': 2024, 'last_f1_date': '2024-09-04', 'last_file_date': '2024-09-04', 'name': 'RHODE ISLAND REPUBLICAN STATE CENTRAL COMMITTEE', 'organization_type': None, 'organization_type_full': None, 'party': 'REP', 'party_full': 'REPUBLICAN PARTY', 'state': 'RI', 'state_full': 'Rhode Island', 'street_1': '18 BRIDGE STREET', 'street_2': '16 BURNSIPE AVE', 'treasurer_name': 'MARGARET C COUGHLIN', 'zip': '02903'}",C00078196,1996,N,124.0,ANSWERING SERVICE,,,N,53.0,,F3X,F3X-21A,N,,96030911419,21A,3040120021023110914,,,70.0,,,,,,,,https://docquery.fec.gov/cgi-bin/fecimg/?96030911419,,Q3,1996,H4,JOINT FEDERAL/NON-FEDERAL ACTIVITY,U,RHODE ISLAND REPUBLICAN STATE CENTRAL COMMITTEE,Y,3040220021300184111,
,,Y,"{'affiliated_committee_name': 'CONTRA COSTA COUNTY REP CENTRL CMTE', 'candidate_ids': [], 'city': 'WALNUT CREEK', 'committee_id': 'C00136853', 'committee_type': 'Y', 'committee_type_full': 'Party - Qualified', 'cycle': 1992, 'cycles': [1980, 1982, 1984, 1986, 1988, 1990, 1992, 1994, 1996, 1998, 2000, 2002, 2004, 2006, 2008, 2010, 2012, 2014, 2016, 2018, 2020, 2022, 2024], 'cycles_has_activity': [1980, 1982, 1984, 1986, 1988, 1990, 1992, 1994, 1996, 1998, 2000, 2002, 2004, 2006, 2008, 2010, 2012, 2014, 2016, 2018, 2020, 2022, 2024], 'cycles_has_financial': [1980, 1982, 1984, 1986, 1988, 1990, 1992, 1994, 1996, 1998, 2000, 2002, 2004, 2006, 2008, 2010, 2012, 2014, 2016, 2018, 2020, 2022, 2024], 'designation': 'U', 'designation_full': 'Unauthorized', 'filing_frequency': 'Q', 'first_f1_date': '1980-10-10', 'first_file_date': '1980-10-10', 'is_active': True, 'last_cycle_has_activity': 2024, 'last_cycle_has_financial': 2024, 'last_f1_date': '2024-01-03', 'last_file_date': '2024-09-09', 'name': 'UNITED REPUBLICAN FINANCE COMMITTEE OF CONTRA COSTA', 'organization_type': None, 'organization_type_full': None, 'party': 'REP', 'party_full': 'REPUBLICAN PARTY', 'state': 'CA', 'state_full': 'California', 'street_1': '1661 BOTELHO DRIVE SUITE 200', 'street_2': None, 'treasurer_name': 'ARTHUR W RONAT', 'zip': '94596'}",C00136853,1992,N,5.0,BANK FEE,,,N,3.0,,F3X,F3X-21A,N,,93038260663,21A,3032920021022333705,,,1.0,,,,,,,,https://docquery.fec.gov/cgi-bin/fecimg/?93038260663,,Q1,1992,H4,JOINT FEDERAL/NON-FEDERAL ACTIVITY,U,UNITED REPUBLICAN FINANCE COMMITTEE OF CONTRA COSTA,Y,3033020021300281503,
,,N,"{'affiliated_committee_name': 'TEXAS DEMOCRATIC PARTY', 'candidate_ids': [], 'city': 'GALVESTON', 'committee_id': 'C00274019', 'committee_type': 'Y', 'committee_type_full': 'Party - Qualified', 'cycle': 1992, 'cycles': [1992, 1994, 1996, 1998, 2000, 2002], 'cycles_has_activity': [1992, 1994, 1996, 1998, 2000, 2002], 'cycles_has_financial': [1992, 1994, 1996, 1998, 2000, 2002], 'designation': 'U', 'designation_full': 'Unauthorized', 'filing_frequency': 'Q', 'first_f1_date': '1992-08-07', 'first_file_date': '1992-08-07', 'is_active': True, 'last_cycle_has_activity': 2002, 'last_cycle_has_financial': 2002, 'last_f1_date': '1995-10-19', 'last_file_date': '2001-03-23', 'name': 'GALVESTON COUNTY DEMOCRATIC PARTY', 'organization_type': None, 'organization_type_full': None, 'party': 'DEM', 'party_full': 'DEMOCRATIC PARTY', 'state': 'TX', 'state_full': 'Texas', 'street_1': '502 TWENTIETH STREET', 'street_2': None, 'treasurer_name': 'DAVID JAMESON', 'zip': '77550'}",C00274019,1992,N,24.0,SERVICE CHARGE,,,N,6.0,,F3X,F3X-21A,N,,93038333613,21A,3032920021022336166,,,18.0,,,,,,,,https://docquery.fec.gov/cgi-bin/fecimg/?93038333613,,30G,1992,H4,JOINT FEDERAL/NON-FEDERAL ACTIVITY,U,GALVESTON COUNTY DEMOCRATIC PARTY,Y,3033020021300276621,
,,N,"{'affiliated_committee_name': 'TEXAS DEMOCRATIC PARTY', 'candidate_ids': [], 'city': 'GALVESTON', 'committee_id': 'C00274019', 'committee_type': 'Y', 'committee_type_full': 'Party - Qualified', 'cycle': 1992, 'cycles': [1992, 1994, 1996, 1998, 2000, 2002], 'cycles_has_activity': [1992, 1994, 1996, 1998, 2000, 2002], 'cycles_has_financial': [1992, 1994, 1996, 1998, 2000, 2002], 'designation': 'U', 'designation_full': 'Unauthorized', 'filing_frequency': 'Q', 'first_f1_date': '1992-08-07', 'first_file_date': '1992-08-07', 'is_active': True, 'last_cycle_has_activity': 2002, 'last_cycle_has_financial': 2002, 'last_f1_date': '1995-10-19', 'last_file_date': '2001-03-23', 'name': 'GALVESTON COUNTY DEMOCRATIC PARTY', 'organization_type': None, 'organization_type_full': None, 'party': 'DEM', 'party_full': 'DEMOCRATIC PARTY', 'state': 'TX', 'state_full': 'Texas', 'street_1': '502 TWENTIETH STREET', 'street_2': None, 'treasurer_name': 'DAVID JAMESON', 'zip': '77550'}",C00274019,1992,N,24.0,REIMBURSEMENT RE MCI CHARGES,,,N,6.0,,F3X,F3X-21A,N,,93038333613,21A,3032920021022336166,,,18.0,,,,,,,,https://docquery.fec.gov/cgi-bin/fecimg/?93038333613,,30G,1992,H4,JOINT FEDERAL/NON-FEDERAL ACTIVITY,U,GALVESTON COUNTY DEMOCRATIC PARTY,Y,3033020021300276620,
,,N,"{'affiliated_committee_name': 'TEXAS DEMOCRATIC PARTY', 'candidate_ids': [], 'city': 'GALVESTON', 'committee_id': 'C00274019', 'committee_type': 'Y', 'committee_type_full': 'Party - Qualified', 'cycle': 1992, 'cycles': [1992, 1994, 1996, 1998, 2000, 2002], 'cycles_has_activity': [1992, 1994, 1996, 1998, 2000, 2002], 'cycles_has_financial': [1992, 1994, 1996, 1998, 2000, 2002], 'designation': 'U', 'designation_full': 'Unauthorized', 'filing_frequency': 'Q', 'first_f1_date': '1992-08-07', 'first_file_date': '1992-08-07', 'is_active': True, 'last_cycle_has_activity': 2002, 'last_cycle_has_financial': 2002, 'last_f1_date': '1995-10-19', 'last_file_date': '2001-03-23', 'name': 'GALVESTON COUNTY DEMOCRATIC PARTY', 'organization_type': None, 'organization_type_full': None, 'party': 'DEM', 'party_full': 'DEMOCRATIC PARTY', 'state': 'TX', 'state_full': 'Texas', 'street_1': '502 TWENTIETH STREET', 'street_2': None, 'treasurer_name': 'DAVID JAMESON', 'zip': '77550'}",C00274019,1992,N,24.0,ELECTRICAL SERVICE TO TX HQ,,,N,6.0,,F3X,F3X-21A,N,,93038333613,21A,3032920021022336166,,,18.0,,,,,,,,https://docquery.fec.gov/cgi-bin/fecimg/?93038333613,,30G,1992,H4,JOINT FEDERAL/NON-FEDERAL ACTIVITY,U,GALVESTON COUNTY DEMOCRATIC PARTY,Y,3033020021300276619,
,,N,"{'affiliated_committee_name': 'TEXAS DEMOCRATIC PARTY', 'candidate_ids': [], 'city': 'GALVESTON', 'committee_id': 'C00274019', 'committee_type': 'Y', 'committee_type_full': 'Party - Qualified', 'cycle': 1992, 'cycles': [1992, 1994, 1996, 1998, 2000, 2002], 'cycles_has_activity': [1992, 1994, 1996, 1998, 2000, 2002], 'cycles_has_financial': [1992, 1994, 1996, 1998, 2000, 2002], 'designation': 'U', 'designation_full': 'Unauthorized', 'filing_frequency': 'Q', 'first_f1_date': '1992-08-07', 'first_file_date': '1992-08-07', 'is_active': True, 'last_cycle_has_activity': 2002, 'last_cycle_has_financial': 2002, 'last_f1_date': '1995-10-19', 'last_file_date': '2001-03-23', 'name': 'GALVESTON COUNTY DEMOCRATIC PARTY', 'organization_type': None, 'organization_type_full': None, 'party': 'DEM', 'party_full': 'DEMOCRATIC PARTY', 'state': 'TX', 'state_full': 'Texas', 'street_1': '502 TWENTIETH STREET', 'street_2': None, 'treasurer_name': 'DAVID JAMESON', 'zip': '77550'}",C00274019,1992,N,24.0,MISC REIMBURSEMENT HQ EXPENSE,,,N,6.0,,F3X,F3X-21A,N,,93038333613,21A,3032920021022336166,,,18.0,,,,,,,,https://docquery.fec.gov/cgi-bin/fecimg/?93038333613,,30G,1992,H4,JOINT FEDERAL/NON-FEDERAL ACTIVITY,U,GALVESTON COUNTY DEMOCRATIC PARTY,Y,3033020021300276618,
,,N,"{'affiliated_committee_name': 'TEXAS DEMOCRATIC PARTY', 'candidate_ids': [], 'city': 'GALVESTON', 'committee_id': 'C00274019', 'committee_type': 'Y', 'committee_type_full': 'Party - Qualified', 'cycle': 1992, 'cycles': [1992, 1994, 1996, 1998, 2000, 2002], 'cycles_has_activity': [1992, 1994, 1996, 1998, 2000, 2002], 'cycles_has_financial': [1992, 1994, 1996, 1998, 2000, 2002], 'designation': 'U', 'designation_full': 'Unauthorized', 'filing_frequency': 'Q', 'first_f1_date': '1992-08-07', 'first_file_date': '1992-08-07', 'is_active': True, 'last_cycle_has_activity': 2002, 'last_cycle_has_financial': 2002, 'last_f1_date': '1995-10-19', 'last_file_date': '2001-03-23', 'name': 'GALVESTON COUNTY DEMOCRATIC PARTY', 'organization_type': None, 'organization_type_full': None, 'party': 'DEM', 'party_full': 'DEMOCRATIC PARTY', 'state': 'TX', 'state_full': 'Texas', 'street_1': '502 TWENTIETH STREET', 'street_2': None, 'treasurer_name': 'DAVID JAMESON', 'zip': '77550'}",C00274019,1992,N,24.0,POSTAGE REIMBURSEMENT,,,N,6.0,,F3X,F3X-21A,N,,93038333612,21A,3032920021022336166,,,18.0,,,,,,,,https://docquery.fec.gov/cgi-bin/fecimg/?93038333612,,30G,1992,H4,JOINT FEDERAL/NON-FEDERAL ACTIVITY,U,GALVESTON COUNTY DEMOCRATIC PARTY,Y,3033020021300276617,
,,N,"{'affiliated_committee_name': 'TEXAS DEMOCRATIC PARTY', 'candidate_ids': [], 'city': 'GALVESTON', 'committee_id': 'C00274019', 'committee_type': 'Y', 'committee_type_full': 'Party - Qualified', 'cycle': 1992, 'cycles': [1992, 1994, 1996, 1998, 2000, 2002], 'cycles_has_activity': [1992, 1994, 1996, 1998, 2000, 2002], 'cycles_has_financial': [1992, 1994, 1996, 1998, 2000, 2002], 'designation': 'U', 'designation_full': 'Unauthorized', 'filing_frequency': 'Q', 'first_f1_date': '1992-08-07', 'first_file_date': '1992-08-07', 'is_active': True, 'last_cycle_has_activity': 2002, 'last_cycle_has_financial': 2002, 'last_f1_date': '1995-10-19', 'last_file_date': '2001-03-23', 'name': 'GALVESTON COUNTY DEMOCRATIC PARTY', 'organization_type': None, 'organization_type_full': None, 'party': 'DEM', 'party_full': 'DEMOCRATIC PARTY', 'state': 'TX', 'state_full': 'Texas', 'street_1': '502 TWENTIETH STREET', 'street_2': None, 'treasurer_name': 'DAVID JAMESON', 'zip': '77550'}",C00274019,1992,N,24.0,CONTRACT LABOR,,,N,6.0,,F3X,F3X-21A,N,,93038333612,21A,3032920021022336166,,,18.0,,,,,,,,https://docquery.fec.gov/cgi-bin/fecimg/?93038333612,,30G,1992,H4,JOINT FEDERAL/NON-FEDERAL ACTIVITY,U,GALVESTON COUNTY DEMOCRATIC PARTY,Y,3033020021300276616,
