amendment_indicator,back_reference_schedule_name,back_reference_transaction_id,beneficiary_committee_name,candidate_office,candidate_office_district,committee,committee_id,disbursement_amount,disbursement_date,disbursement_description,disbursement_type,entity_type,file_number,filing,image_number,line_number,load_timestamp,memo_code,memo_text,pdf_url,recipient_city,recipient_name,recipient_prefix,recipient_state,recipient_suffix,recipient_zip,related_line_number,report_type,semi_annual_bundled_refund,transaction_id
A,,,,,,"{'affiliated_committee_name': 'NATIONAL DEMOCRATIC TRAINING COMMITTEE', 'candidate_ids': [], 'city': 'WASHINGTON', 'committee_id': 'C00745786', 'committee_type': 'V', 'committee_type_full': 'Hybrid PAC (with Non-Contribution Account) - Nonqualified', 'cycle': 2024, 'cycles': [2020, 2022, 2024], 'cycles_has_activity': [2020, 2022, 2024], 'cycles_has_financial': [2020, 2022, 2024], 'designation': 'U', 'designation_full': 'Unauthorized', 'filing_frequency': 'M', 'first_f1_date': '2020-05-08', 'first_file_date': '2020-05-08', 'is_active': True, 'last_cycle_has_activity': 2024, 'last_cycle_has_financial': 2024, 'last_f1_date': '2024-09-03', 'last_file_date': '2024-09-10', 'name': 'DSI', 'organization_type': None, 'organization_type_full': None, 'party': None, 'party_full': None, 'state': 'DC', 'state_full': 'District Of Columbia', 'street_1': 'PO BOX 65322', 'street_2': None, 'treasurer_name': 'FOUCART, BRIAN', 'zip': '20035'}",C00745786,6059.63,2024-08-31,Credit Card Processing Fee,,ORG,1814628,"{'amended_by': None, 'amendment_chain': [1814628], 'amendment_number': 0, 'amends_file': None, 'beginning_image_number': '202409109675396597', 'committee_id': 'C00745786', 'committee_name': 'DSI', 'coverage_end_date': '2024-08-31', 'coverage_start_date': '2024-08-01', 'csv_url': 'https://docquery.fec.gov/csv/628/1814628.csv', 'document_description': 'SEPTEMBER MONTHLY 2024', 'ending_image_number': '202409109675398583', 'fec_file_id': 'FEC-1814628', 'fec_url': 'https://docquery.fec.gov/dcdev/posted/1814628.fec', 'file_number': 1814628, 'filed_date': '2024-09-10', 'form_type': 'F3XN', 'html_url': 'https://docquery.fec.gov/cgi-bin/forms/C00745786/1814628/', 'is_amended': False, 'load_timestamp': '2024-09-10T09:34:11', 'most_recent': True, 'most_recent_filing': 1814628, 'pdf_url': 'https://docquery.fec.gov/pdf/597/202409109675396597/202409109675396597.pdf', 'receipt_date': '2024-09-10T09:34:06'}",202409109675398579,21B,2024-09-10T09:42:23,,,https://docquery.fec.gov/cgi-bin/fecimg/?202409109675398579,Somerville,ActBlue Technical Services,,MA,,021443132,5934,F3XN,,500368541
A,,,,,,"{'affiliated_committee_name': 'SCOTT', 'candidate_ids': [], 'city': 'TAMPA', 'committee_id': 'C00692327', 'committee_type': 'Q', 'committee_type_full': 'PAC - Qualified', 'cycle': 2024, 'cycles': [2018, 2020, 2022, 2024], 'cycles_has_activity': [2018, 2020, 2022, 2024], 'cycles_has_financial': [2018, 2020, 2022, 2024], 'designation': 'U', 'designation_full': 'Unauthorized', 'filing_frequency': 'M', 'first_f1_date': '2018-12-03', 'first_file_date': '2018-12-03', 'is_active': True, 'last_cycle_has_activity': 2024, 'last_cycle_has_financial': 2024, 'last_f1_date': '2023-12-21', 'last_file_date': '2024-09-11', 'name': 'LETS GET TO WORK PAC', 'organization_type': None, 'organization_type_full': None, 'party': None, 'party_full': None, 'state': 'FL', 'state_full': 'Florida', 'street_1': 'PO BOX 130708', 'street_2': None, 'treasurer_name': 'PURPURA, SALVATORE MR.', 'zip': '33681'}",C00692327,750.0,2024-08-31,COMPLIANCE CONSULTING,,IND,1814830,"{'amended_by': None, 'amendment_chain': [1814830], 'amendment_number': 0, 'amends_file': None, 'beginning_image_number': '202409119675406152', 'committee_id': 'C00692327', 'committee_name': 'LETS GET TO WORK PAC', 'coverage_end_date': '2024-08-31', 'coverage_start_date': '2024-08-01', 'csv_url': 'https://docquery.fec.gov/csv/830/1814830.csv', 'document_description': 'SEPTEMBER MONTHLY 2024', 'ending_image_number': '202409119675406182', 'fec_file_id': 'FEC-1814830', 'fec_url': 'https://docquery.fec.gov/dcdev/posted/1814830.fec', 'file_number': 1814830, 'filed_date': '2024-09-11', 'form_type': 'F3XN', 'html_url': 'https://docquery.fec.gov/cgi-bin/forms/C00692327/1814830/', 'is_amended': False, 'load_timestamp': '2024-09-11T09:40:26', 'most_recent': True, 'most_recent_filing': 1814830, 'pdf_url': 'https://docquery.fec.gov/pdf/152/202409119675406152/202409119675406152.pdf', 'receipt_date': '2024-09-11T09:40:23'}",202409119675406179,21B,2024-09-11T09:40:27,,,https://docquery.fec.gov/cgi-bin/fecimg/?202409119675406179,ORMOND BEACH,PURPURA,,FL,,32174,62,F3XN,,SB21B.1
A,,,,,,"{'affiliated_committee_name': 'NONE', 'candidate_ids': [], 'city': 'FARMERS BRANCH', 'committee_id': 'C00809467', 'committee_type': 'O', 'committee_type_full': 'Super PAC (Independent Expenditure-Only)', 'cycle': 2024, 'cycles': [2022, 2024], 'cycles_has_activity': [2022, 2024], 'cycles_has_financial': [2022, 2024], 'designation': 'U', 'designation_full': 'Unauthorized', 'filing_frequency': 'M', 'first_f1_date': '2022-03-17', 'first_file_date': '2022-03-17', 'is_active': True, 'last_cycle_has_activity': 2024, 'last_cycle_has_financial': 2024, 'last_f1_date': '2022-04-12', 'last_file_date': '2024-09-12', 'name': 'AMERICAN POLICE AND TROOPERS COALITION PAC', 'organization_type': None, 'organization_type_full': None, 'party': None, 'party_full': None, 'state': 'TX', 'state_full': 'Texas', 'street_1': '12895 JOSEY LN', 'street_2': 'NUM 450', 'treasurer_name': 'DERIDDER, PAUL', 'zip': '75234'}",C00809467,58.0,2024-08-31,COMBINED OFF THE TOP CREDIT CARD CHARGEBACKS,,ORG,1814634,"{'amended_by': None, 'amendment_chain': [1814629, 1814634], 'amendment_number': 1, 'amends_file': 1814629, 'beginning_image_number': '202409109675398723', 'committee_id': 'C00809467', 'committee_name': 'AMERICAN POLICE AND TROOPERS COALITION PAC', 'coverage_end_date': '2024-08-31', 'coverage_start_date': '2024-08-01', 'csv_url': 'https://docquery.fec.gov/csv/634/1814634.csv', 'document_description': 'SEPTEMBER MONTHLY 2024', 'ending_image_number': '202409109675398766', 'fec_file_id': 'FEC-1814634', 'fec_url': 'https://docquery.fec.gov/dcdev/posted/1814634.fec', 'file_number': 1814634, 'filed_date': '2024-09-10', 'form_type': 'F3XA', 'html_url': 'https://docquery.fec.gov/cgi-bin/forms/C00809467/1814634/', 'is_amended': False, 'load_timestamp': '2024-09-10T10:00:37', 'most_recent': True, 'most_recent_filing': 1814634, 'pdf_url': 'https://docquery.fec.gov/pdf/723/202409109675398723/202409109675398723.pdf', 'receipt_date': '2024-09-10T10:00:30'}",202409109675398733,21B,2024-09-10T10:00:43,,,https://docquery.fec.gov/cgi-bin/fecimg/?202409109675398733,SAN FRANCISO,RALLYPAY,,CA,,94103,16,F3XA,,SB21B-1008375
A,,,,,,"{'affiliated_committee_name': 'NONE', 'candidate_ids': [], 'city': 'FARMERS BRANCH', 'committee_id': 'C00809467', 'committee_type': 'O', 'committee_type_full': 'Super PAC (Independent Expenditure-Only)', 'cycle': 2024, 'cycles': [2022, 2024], 'cycles_has_activity': [2022, 2024], 'cycles_has_financial': [2022, 2024], 'designation': 'U', 'designation_full': 'Unauthorized', 'filing_frequency': 'M', 'first_f1_date': '2022-03-17', 'first_file_date': '2022-03-17', 'is_active': True, 'last_cycle_has_activity': 2024, 'last_cycle_has_financial': 2024, 'last_f1_date': '2022-04-12', 'last_file_date': '2024-09-12', 'name': 'AMERICAN POLICE AND TROOPERS COALITION PAC', 'organization_type': None, 'organization_type_full': None, 'party': None, 'party_full': None, 'state': 'TX', 'state_full': 'Texas', 'street_1': '12895 JOSEY LN', 'street_2': 'NUM 450', 'treasurer_name': 'DERIDDER, PAUL', 'zip': '75234'}",C00809467,135.92,2024-08-31,COMBINED OFF THE TOP CC TRANSACTION FEES AUG,,ORG,1814634,"{'amended_by': None, 'amendment_chain': [1814629, 1814634], 'amendment_number': 1, 'amends_file': 1814629, 'beginning_image_number': '202409109675398723', 'committee_id': 'C00809467', 'committee_name': 'AMERICAN POLICE AND TROOPERS COALITION PAC', 'coverage_end_date': '2024-08-31', 'coverage_start_date': '2024-08-01', 'csv_url': 'https://docquery.fec.gov/csv/634/1814634.csv', 'document_description': 'SEPTEMBER MONTHLY 2024', 'ending_image_number': '202409109675398766', 'fec_file_id': 'FEC-1814634', 'fec_url': 'https://docquery.fec.gov/dcdev/posted/1814634.fec', 'file_number': 1814634, 'filed_date': '2024-09-10', 'form_type': 'F3XA', 'html_url': 'https://docquery.fec.gov/cgi-bin/forms/C00809467/1814634/', 'is_amended': False, 'load_timestamp': '2024-09-10T10:00:37', 'most_recent': True, 'most_recent_filing': 1814634, 'pdf_url': 'https://docquery.fec.gov/pdf/723/202409109675398723/202409109675398723.pdf', 'receipt_date': '2024-09-10T10:00:30'}",202409109675398733,21B,2024-09-10T10:00:43,,,https://docquery.fec.gov/cgi-bin/fecimg/?202409109675398733,SAN FRANCISO,RALLYPAY,,CA,,94103,17,F3XA,,SB21B-1008377
A,,,,,,"{'affiliated_committee_name': 'NONE', 'candidate_ids': [], 'city': 'FARMERS BRANCH', 'committee_id': 'C00771865', 'committee_type': 'Q', 'committee_type_full': 'PAC - Qualified', 'cycle': 2024, 'cycles': [2022, 2024], 'cycles_has_activity': [2022, 2024], 'cycles_has_financial': [2022, 2024], 'designation': 'U', 'designation_full': 'Unauthorized', 'filing_frequency': 'M', 'first_f1_date': '2021-03-08', 'first_file_date': '2021-03-08', 'is_active': True, 'last_cycle_has_activity': 2024, 'last_cycle_has_financial': 2024, 'last_f1_date': '2023-01-23', 'last_file_date': '2024-09-12', 'name': 'AMERICAN VETERANS SUPPORT GROUP PAC', 'organization_type': None, 'organization_type_full': None, 'party': None, 'party_full': None, 'state': 'TX', 'state_full': 'Texas', 'street_1': '12895 JOSEY LANE', 'street_2': 'BOX 450', 'treasurer_name': 'DERIDDER, PAUL A', 'zip': '75234'}",C00771865,111.8,2024-08-31,COMBINED OFF THE TOP CC TRANSACTION FEES AUG,,ORG,1814637,"{'amended_by': None, 'amendment_chain': [1814630, 1814637], 'amendment_number': 1, 'amends_file': 1814630, 'beginning_image_number': '202409109675398777', 'committee_id': 'C00771865', 'committee_name': 'AMERICAN VETERANS SUPPORT GROUP PAC', 'coverage_end_date': '2024-08-31', 'coverage_start_date': '2024-08-01', 'csv_url': 'https://docquery.fec.gov/csv/637/1814637.csv', 'document_description': 'SEPTEMBER MONTHLY 2024', 'ending_image_number': '202409109675398820', 'fec_file_id': 'FEC-1814637', 'fec_url': 'https://docquery.fec.gov/dcdev/posted/1814637.fec', 'file_number': 1814637, 'filed_date': '2024-09-10', 'form_type': 'F3XA', 'html_url': 'https://docquery.fec.gov/cgi-bin/forms/C00771865/1814637/', 'is_amended': False, 'load_timestamp': '2024-09-10T10:05:16', 'most_recent': True, 'most_recent_filing': 1814637, 'pdf_url': 'https://docquery.fec.gov/pdf/777/202409109675398777/202409109675398777.pdf', 'receipt_date': '2024-09-10T10:05:11'}",202409109675398787,21B,2024-09-10T10:05:21,,,https://docquery.fec.gov/cgi-bin/fecimg/?202409109675398787,SAN FRANCISO,RALLYPAY,,CA,,94103,16,F3XA,,SB21B-1008379
A,,,,,,"{'affiliated_committee_name': 'AMERICAN MEDICAL ASSOCIATION', 'candidate_ids': [], 'city': 'WASHINGTON', 'committee_id': 'C00000422', 'committee_type': 'Q', 'committee_type_full': 'PAC - Qualified', 'cycle': 2024, 'cycles': [1976, 1978, 1980, 1982, 1984, 1986, 1988, 1990, 1992, 1994, 1996, 1998, 2000, 2002, 2004, 2006, 2008, 2010, 2012, 2014, 2016, 2018, 2020, 2022, 2024], 'cycles_has_activity': [1976, 1978, 1980, 1982, 1984, 1986, 1988, 1990, 1992, 1994, 1996, 1998, 2000, 2002, 2004, 2006, 2008, 2010, 2012, 2014, 2016, 2018, 2020, 2022, 2024], 'cycles_has_financial': [1976, 1978, 1980, 1982, 1984, 1986, 1988, 1990, 1992, 1994, 1996, 1998, 2000, 2002, 2004, 2006, 2008, 2010, 2012, 2014, 2016, 2018, 2020, 2022, 2024], 'designation': 'B', 'designation_full': 'Lobbyist/Registrant PAC', 'filing_frequency': 'M', 'first_f1_date': '1975-07-03', 'first_file_date': '1975-03-06', 'is_active': True, 'last_cycle_has_activity': 2024, 'last_cycle_has_financial': 2024, 'last_f1_date': '2024-01-23', 'last_file_date': '2024-09-11', 'name': 'AMERICAN MEDICAL ASSOCIATION POLITICAL ACTION COMMITTEE', 'organization_type': None, 'organization_type_full': None, 'party': None, 'party_full': None, 'state': 'DC', 'state_full': 'District Of Columbia', 'street_1': '25 MASSACHUSETTS AVE, NW', 'street_2': 'SUITE 600', 'treasurer_name': 'JORDAN, JOHN ROBERT MR.', 'zip': '200017400'}",C00000422,1295.03,2024-08-31,CREDIT CARD BANK CHARGES,,ORG,1814831,"{'amended_by': None, 'amendment_chain': [1814831], 'amendment_number': 0, 'amends_file': None, 'beginning_image_number': '202409119675406183', 'committee_id': 'C00000422', 'committee_name': 'AMERICAN MEDICAL ASSOCIATION POLITICAL ACTION COMMITTEE', 'coverage_end_date': '2024-08-31', 'coverage_start_date': '2024-08-01', 'csv_url': 'https://docquery.fec.gov/csv/831/1814831.csv', 'document_description': 'SEPTEMBER MONTHLY 2024', 'ending_image_number': '202409119675406275', 'fec_file_id': 'FEC-1814831', 'fec_url': 'https://docquery.fec.gov/dcdev/posted/1814831.fec', 'file_number': 1814831, 'filed_date': '2024-09-11', 'form_type': 'F3XN', 'html_url': 'https://docquery.fec.gov/cgi-bin/forms/C00000422/1814831/', 'is_amended': False, 'load_timestamp': '2024-09-11T10:12:17', 'most_recent': True, 'most_recent_filing': 1814831, 'pdf_url': 'https://docquery.fec.gov/pdf/183/202409119675406183/202409119675406183.pdf', 'receipt_date': '2024-09-11T10:12:12'}",202409119675406256,21B,2024-09-11T10:12:19,,,https://docquery.fec.gov/cgi-bin/fecimg/?202409119675406256,SALEM,CHASE PAYMENTECH,,NH,,030795916,203,F3XN,,B6C171A1F744243079E9
A,,,,,,"{'affiliated_committee_name': 'AMERICAN MEDICAL ASSOCIATION', 'candidate_ids': [], 'city': 'WASHINGTON', 'committee_id': 'C00000422', 'committee_type': 'Q', 'committee_type_full': 'PAC - Qualified', 'cycle': 2024, 'cycles': [1976, 1978, 1980, 1982, 1984, 1986, 1988, 1990, 1992, 1994, 1996, 1998, 2000, 2002, 2004, 2006, 2008, 2010, 2012, 2014, 2016, 2018, 2020, 2022, 2024], 'cycles_has_activity': [1976, 1978, 1980, 1982, 1984, 1986, 1988, 1990, 1992, 1994, 1996, 1998, 2000, 2002, 2004, 2006, 2008, 2010, 2012, 2014, 2016, 2018, 2020, 2022, 2024], 'cycles_has_financial': [1976, 1978, 1980, 1982, 1984, 1986, 1988, 1990, 1992, 1994, 1996, 1998, 2000, 2002, 2004, 2006, 2008, 2010, 2012, 2014, 2016, 2018, 2020, 2022, 2024], 'designation': 'B', 'designation_full': 'Lobbyist/Registrant PAC', 'filing_frequency': 'M', 'first_f1_date': '1975-07-03', 'first_file_date': '1975-03-06', 'is_active': True, 'last_cycle_has_activity': 2024, 'last_cycle_has_financial': 2024, 'last_f1_date': '2024-01-23', 'last_file_date': '2024-09-11', 'name': 'AMERICAN MEDICAL ASSOCIATION POLITICAL ACTION COMMITTEE', 'organization_type': None, 'organization_type_full': None, 'party': None, 'party_full': None, 'state': 'DC', 'state_full': 'District Of Columbia', 'street_1': '25 MASSACHUSETTS AVE, NW', 'street_2': 'SUITE 600', 'treasurer_name': 'JORDAN, JOHN ROBERT MR.', 'zip': '200017400'}",C00000422,751.12,2024-08-31,INVESTMENT FEES,,ORG,1814831,"{'amended_by': None, 'amendment_chain': [1814831], 'amendment_number': 0, 'amends_file': None, 'beginning_image_number': '202409119675406183', 'committee_id': 'C00000422', 'committee_name': 'AMERICAN MEDICAL ASSOCIATION POLITICAL ACTION COMMITTEE', 'coverage_end_date': '2024-08-31', 'coverage_start_date': '2024-08-01', 'csv_url': 'https://docquery.fec.gov/csv/831/1814831.csv', 'document_description': 'SEPTEMBER MONTHLY 2024', 'ending_image_number': '202409119675406275', 'fec_file_id': 'FEC-1814831', 'fec_url': 'https://docquery.fec.gov/dcdev/posted/1814831.fec', 'file_number': 1814831, 'filed_date': '2024-09-11', 'form_type': 'F3XN', 'html_url': 'https://docquery.fec.gov/cgi-bin/forms/C00000422/1814831/', 'is_amended': False, 'load_timestamp': '2024-09-11T10:12:17', 'most_recent': True, 'most_recent_filing': 1814831, 'pdf_url': 'https://docquery.fec.gov/pdf/183/202409119675406183/202409119675406183.pdf', 'receipt_date': '2024-09-11T10:12:12'}",202409119675406256,21B,2024-09-11T10:12:19,,,https://docquery.fec.gov/cgi-bin/fecimg/?202409119675406256,WASHINGTON,PNC ADVISORS,,DC,,200906211,204,F3XN,,B8FC8DC24F112404E962
N,,,,,,"{'affiliated_committee_name': 'NONE', 'candidate_ids': [], 'city': 'FARMERS BRANCH', 'committee_id': 'C00787671', 'committee_type': 'O', 'committee_type_full': 'Super PAC (Independent Expenditure-Only)', 'cycle': 2024, 'cycles': [2022, 2024], 'cycles_has_activity': [2022, 2024], 'cycles_has_financial': [2022, 2024], 'designation': 'U', 'designation_full': 'Unauthorized', 'filing_frequency': 'M', 'first_f1_date': '2021-08-23', 'first_file_date': '2021-08-23', 'is_active': True, 'last_cycle_has_activity': 2024, 'last_cycle_has_financial': 2024, 'last_f1_date': '2022-01-18', 'last_file_date': '2024-09-12', 'name': 'FIREFIGHTERS COALITION OF AMERICA PAC', 'organization_type': None, 'organization_type_full': None, 'party': None, 'party_full': None, 'state': 'TX', 'state_full': 'Texas', 'street_1': '12895 JOSEY LANE', 'street_2': 'BOX 450', 'treasurer_name': 'DERIDDER, PAUL', 'zip': '75234'}",C00787671,29.0,2024-08-31,COMBINED OFF THE TOP CREDIT CARD CHARGEBACKS,,ORG,1814641,"{'amended_by': None, 'amendment_chain': [1814631, 1814641], 'amendment_number': 1, 'amends_file': 1814631, 'beginning_image_number': '202409109675398833', 'committee_id': 'C00787671', 'committee_name': 'FIREFIGHTERS COALITION OF AMERICA PAC', 'coverage_end_date': '2024-08-31', 'coverage_start_date': '2024-08-01', 'csv_url': 'https://docquery.fec.gov/csv/641/1814641.csv', 'document_description': 'SEPTEMBER MONTHLY 2024', 'ending_image_number': '202409109675398877', 'fec_file_id': 'FEC-1814641', 'fec_url': 'https://docquery.fec.gov/dcdev/posted/1814641.fec', 'file_number': 1814641, 'filed_date': '2024-09-10', 'form_type': 'F3XA', 'html_url': 'https://docquery.fec.gov/cgi-bin/forms/C00787671/1814641/', 'is_amended': False, 'load_timestamp': '2024-09-10T10:13:21', 'most_recent': True, 'most_recent_filing': 1814641, 'pdf_url': 'https://docquery.fec.gov/pdf/833/202409109675398833/202409109675398833.pdf', 'receipt_date': '2024-09-10T10:13:16'}",202409109675398844,21B,2024-09-10T10:13:24,,,https://docquery.fec.gov/cgi-bin/fecimg/?202409109675398844,SAN FRANCISO,RALLYPAY,,CA,,94103,18,F3XA,,SB21B-1008381
N,,,,,,"{'affiliated_committee_name': 'NONE', 'candidate_ids': [], 'city': 'FARMERS BRANCH', 'committee_id': 'C00787671', 'committee_type': 'O', 'committee_type_full': 'Super PAC (Independent Expenditure-Only)', 'cycle': 2024, 'cycles': [2022, 2024], 'cycles_has_activity': [2022, 2024], 'cycles_has_financial': [2022, 2024], 'designation': 'U', 'designation_full': 'Unauthorized', 'filing_frequency': 'M', 'first_f1_date': '2021-08-23', 'first_file_date': '2021-08-23', 'is_active': True, 'last_cycle_has_activity': 2024, 'last_cycle_has_financial': 2024, 'last_f1_date': '2022-01-18', 'last_file_date': '2024-09-12', 'name': 'FIREFIGHTERS COALITION OF AMERICA PAC', 'organization_type': None, 'organization_type_full': None, 'party': None, 'party_full': None, 'state': 'TX', 'state_full': 'Texas', 'street_1': '12895 JOSEY LANE', 'street_2': 'BOX 450', 'treasurer_name': 'DERIDDER, PAUL', 'zip': '75234'}",C00787671,206.92,2024-08-31,COMBINED OFF THE TOP CC TRANSACTION FEES AUG,,ORG,1814641,"{'amended_by': None, 'amendment_chain': [1814631, 1814641], 'amendment_number': 1, 'amends_file': 1814631, 'beginning_image_number': '202409109675398833', 'committee_id': 'C00787671', 'committee_name': 'FIREFIGHTERS COALITION OF AMERICA PAC', 'coverage_end_date': '2024-08-31', 'coverage_start_date': '2024-08-01', 'csv_url': 'https://docquery.fec.gov/csv/641/1814641.csv', 'document_description': 'SEPTEMBER MONTHLY 2024', 'ending_image_number': '202409109675398877', 'fec_file_id': 'FEC-1814641', 'fec_url': 'https://docquery.fec.gov/dcdev/posted/1814641.fec', 'file_number': 1814641, 'filed_date': '2024-09-10', 'form_type': 'F3XA', 'html_url': 'https://docquery.fec.gov/cgi-bin/forms/C00787671/1814641/', 'is_amended': False, 'load_timestamp': '2024-09-10T10:13:21', 'most_recent': True, 'most_recent_filing': 1814641, 'pdf_url': 'https://docquery.fec.gov/pdf/833/202409109675398833/202409109675398833.pdf', 'receipt_date': '2024-09-10T10:13:16'}",202409109675398844,21B,2024-09-10T10:13:24,,,https://docquery.fec.gov/cgi-bin/fecimg/?202409109675398844,SAN FRANCISO,RALLYPAY,,CA,,94103,19,F3XA,,SB21B-1008383
A,,,,,,"{'affiliated_committee_name': 'NONE', 'candidate_ids': [], 'city': 'WASHINGTON', 'committee_id': 'C00710178', 'committee_type': 'O', 'committee_type_full': 'Super PAC (Independent Expenditure-Only)', 'cycle': 2024, 'cycles': [2020, 2022, 2024], 'cycles_has_activity': [2020, 2022, 2024], 'cycles_has_financial': [2020, 2022, 2024], 'designation': 'U', 'designation_full': 'Unauthorized', 'filing_frequency': 'M', 'first_f1_date': '2019-06-26', 'first_file_date': '2019-06-26', 'is_active': True, 'last_cycle_has_activity': 2024, 'last_cycle_has_financial': 2024, 'last_f1_date': '2021-11-17', 'last_file_date': '2024-09-10', 'name': 'HONORING AMERICAN LAW ENFORCEMENT PAC', 'organization_type': None, 'organization_type_full': None, 'party': None, 'party_full': None, 'state': 'DC', 'state_full': 'District Of Columbia', 'street_1': '1300 PENNSYLVANIA AVE. NW 190 730', 'street_2': None, 'treasurer_name': 'STITT, BOB', 'zip': '20004'}",C00710178,32201.85,2024-08-31,"FUNDRAISING, PAYMENT, TECHNICAL & COMPLIANCE SVCS",,ORG,1814655,"{'amended_by': None, 'amendment_chain': [1814655], 'amendment_number': 0, 'amends_file': None, 'beginning_image_number': '202409109675399011', 'committee_id': 'C00710178', 'committee_name': 'HONORING AMERICAN LAW ENFORCEMENT PAC', 'coverage_end_date': '2024-08-31', 'coverage_start_date': '2024-08-01', 'csv_url': 'https://docquery.fec.gov/csv/655/1814655.csv', 'document_description': 'SEPTEMBER MONTHLY 2024', 'ending_image_number': '202409109675399032', 'fec_file_id': 'FEC-1814655', 'fec_url': 'https://docquery.fec.gov/dcdev/posted/1814655.fec', 'file_number': 1814655, 'filed_date': '2024-09-10', 'form_type': 'F3XN', 'html_url': 'https://docquery.fec.gov/cgi-bin/forms/C00710178/1814655/', 'is_amended': False, 'load_timestamp': '2024-09-10T10:57:18', 'most_recent': True, 'most_recent_filing': 1814655, 'pdf_url': 'https://docquery.fec.gov/pdf/011/202409109675399011/202409109675399011.pdf', 'receipt_date': '2024-09-10T10:57:15'}",202409109675399022,21B,2024-09-10T10:57:23,,,https://docquery.fec.gov/cgi-bin/fecimg/?202409109675399022,CASPER,"ADVANCE CREATIVE MEDIA, INC",,WY,,82601,16,F3XN,,SB21B-1007755
A,,,,,,"{'affiliated_committee_name': 'NONE', 'candidate_ids': [], 'city': 'WASHINGTON', 'committee_id': 'C00710178', 'committee_type': 'O', 'committee_type_full': 'Super PAC (Independent Expenditure-Only)', 'cycle': 2024, 'cycles': [2020, 2022, 2024], 'cycles_has_activity': [2020, 2022, 2024], 'cycles_has_financial': [2020, 2022, 2024], 'designation': 'U', 'designation_full': 'Unauthorized', 'filing_frequency': 'M', 'first_f1_date': '2019-06-26', 'first_file_date': '2019-06-26', 'is_active': True, 'last_cycle_has_activity': 2024, 'last_cycle_has_financial': 2024, 'last_f1_date': '2021-11-17', 'last_file_date': '2024-09-10', 'name': 'HONORING AMERICAN LAW ENFORCEMENT PAC', 'organization_type': None, 'organization_type_full': None, 'party': None, 'party_full': None, 'state': 'DC', 'state_full': 'District Of Columbia', 'street_1': '1300 PENNSYLVANIA AVE. NW 190 730', 'street_2': None, 'treasurer_name': 'STITT, BOB', 'zip': '20004'}",C00710178,196.8,2024-08-31,"FUNDRAISING, PAYMENT, TECHNICAL & COMPLIANCE SVCS",,ORG,1814655,"{'amended_by': None, 'amendment_chain': [1814655], 'amendment_number': 0, 'amends_file': None, 'beginning_image_number': '202409109675399011', 'committee_id': 'C00710178', 'committee_name': 'HONORING AMERICAN LAW ENFORCEMENT PAC', 'coverage_end_date': '2024-08-31', 'coverage_start_date': '2024-08-01', 'csv_url': 'https://docquery.fec.gov/csv/655/1814655.csv', 'document_description': 'SEPTEMBER MONTHLY 2024', 'ending_image_number': '202409109675399032', 'fec_file_id': 'FEC-1814655', 'fec_url': 'https://docquery.fec.gov/dcdev/posted/1814655.fec', 'file_number': 1814655, 'filed_date': '2024-09-10', 'form_type': 'F3XN', 'html_url': 'https://docquery.fec.gov/cgi-bin/forms/C00710178/1814655/', 'is_amended': False, 'load_timestamp': '2024-09-10T10:57:18', 'most_recent': True, 'most_recent_filing': 1814655, 'pdf_url': 'https://docquery.fec.gov/pdf/011/202409109675399011/202409109675399011.pdf', 'receipt_date': '2024-09-10T10:57:15'}",202409109675399026,21B,2024-09-10T10:57:24,,,https://docquery.fec.gov/cgi-bin/fecimg/?202409109675399026,JACKSON,"M&D LOGISTICS, LLC",,WY,,83001,30,F3XN,,SB21B-1007757
